"dpmc","cpmc","cpjg","cpxl","splj","cppj"
"迪信通官方旗舰店","Xiaomi/小米 小米手机6 全网通双摄变焦 更美 骁龙835 6G内存","¥2899.00","该款月成交 376笔","https://detail.tmall.com/item.htm?id=549412971465&skuId=3570741208331&user_id=802987756&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"博珏数码专营店","Xiaomi/小米 小米手机5s 128GB超感光相机 超声波指纹 骁龙821","¥1599.00","该款月成交 186笔","https://detail.tmall.com/item.htm?id=554866926156&skuId=3497789420501&user_id=865186036&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"金万吉数码专营店","zuk Z2Pro尊享版血氧/心率/紫外线监测 指纹识别","¥2099.00","该款月成交 85笔","https://detail.tmall.com/item.htm?id=536024713900&skuId=3198730270754&user_id=1898764315&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"sugar手机旗舰店","Sugar C116400万像素双摄全面屏","¥1999.00","该款月成交 44笔","https://detail.tmall.com/item.htm?id=559295649853&skuId=3650593591292&user_id=2415673568&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"信淘数码专营店","Changhong/长虹 A600","¥799.00","该款月成交 294笔","https://detail.tmall.com/item.htm?id=554462634446&skuId=3581111807832&user_id=656637637&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"豪置数码专营店","honor/荣耀 荣耀7","¥799.00","该款月成交 83笔","https://detail.tmall.com/item.htm?id=531351979558&skuId=3168793240830&user_id=1639805004&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"火红数码专营店","Lenovo/联想 K80m英特尔高性能处理器","¥899.00","该款月成交 172笔","https://detail.tmall.com/item.htm?id=521509914383&skuId=3540072789532&user_id=863113918&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"亿博鸿信数码专营店","Gionee/金立 F100移动4G智能手机","¥599.00","该款月成交 126笔","https://detail.tmall.com/item.htm?id=531885957154&skuId=3172772065082&user_id=681012294&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"vivo铁络专卖店","vivo Y66磨砂黑","¥1198.00","该款月成交 54笔","https://detail.tmall.com/item.htm?id=550309810743&skuId=3352614481645&user_id=1687434761&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"华飞数码专营店","honor/荣耀 畅玩5A移动版1300万像素 5.5英寸大屏 八核","¥589.00","该款月成交 66笔","https://detail.tmall.com/item.htm?id=542902866376&skuId=3428806666646&user_id=1657780380&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"能良数码官方旗舰店","OPPO A59s全网通前置1600万正面指纹识别拍照手机","¥1799.00","该款月成交 4笔","https://detail.tmall.com/item.htm?id=539743062210&skuId=3571987473693&user_id=263726286&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"天语官方旗舰店","K-Touch/天语 X9全网通","¥699.00","该款月成交 154笔","https://detail.tmall.com/item.htm?id=562770145911&skuId=3705628763765&user_id=519433048&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"微工数码专营店","Meizu/魅族 魅蓝X全网通","¥868.00","该款月成交 57笔","https://detail.tmall.com/item.htm?id=547007149085&skuId=3474218399872&user_id=1783883889&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"安卓快意数码专营店","ZTE/中兴 远航4S","¥535.00","该款月成交 216笔","https://detail.tmall.com/item.htm?id=561433465215&skuId=3717525726222&user_id=801373903&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"博海宇通数码专营店","360 N4S(全网通)4G内存10核金属手机5000毫安电池","¥998.00","该款月成交 116笔","https://detail.tmall.com/item.htm?id=535746762410&skuId=3571516530522&user_id=1963544026&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"致诚信达数码专营店","Philips/飞利浦 E350翻盖手机 老人手机 双卡双待","¥459.00","该款月成交 123笔","https://detail.tmall.com/item.htm?id=546865604698&skuId=3472621690346&user_id=1956274309&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"ouki旗舰店","OUKI/欧奇 OK p9现货速发商务智能手机可当充电宝","¥2299.00","该款月成交 107笔","https://detail.tmall.com/item.htm?id=563096583093&skuId=3541737208561&user_id=1808121360&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"海信手机旗舰店","Hisense/海信 A2pro双面触控、双面接听、双面拍照","¥2999.00","该款月成交 58笔","https://detail.tmall.com/item.htm?id=559785642273&skuId=3492494861532&user_id=1032208013&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"vivo欧曙专卖店","vivo Xplay6 64G版","¥3498.00","该款月成交 7笔","https://detail.tmall.com/item.htm?id=550932368497&skuId=3527307362654&user_id=1637289231&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"广东电信亿品汇专卖店","honor/荣耀 荣耀8 4GB+64GB 全网通版双镜头 双2.5D玻璃","¥1588.00","该款月成交 1146笔","https://detail.tmall.com/item.htm?id=535586497727&skuId=3564129020390&user_id=2024314280&cat_id=2&is_b=1&rn=56165c24dccd9a6498360a0716eea903",
"信淘数码专营店","Changhong/长虹 S06全网通智能手机 3G+32G内存","¥799.00","该款月成交 121笔","https://detail.tmall.com/item.htm?id=559813583650&skuId=3656451202877&user_id=656637637&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"久汇数码专营店","Huawei/华为 畅享5S指纹识别 8核64位处理器","¥739.00","该款月成交 162笔","https://detail.tmall.com/item.htm?id=560378946887&skuId=3501779985473&user_id=1659902905&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"agm手机旗舰店","AGM(手机) X2 细红线版1200w双摄 全网通4G","¥3699.00","该款月成交 62笔","https://detail.tmall.com/item.htm?id=559416506991&skuId=3486303861598&user_id=3350574230&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"agm手机旗舰店","AGM(手机) a1q1300万像素  6G+64G","¥1799.00","该款月成交 54笔","https://detail.tmall.com/item.htm?id=559832593685&skuId=3493127252902&user_id=3350574230&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"久汇数码专营店","360 N4S(全网通版)4G内存10核金属手机5000毫安电池","¥1299.00","该款月成交 121笔","https://detail.tmall.com/item.htm?id=535967909785&skuId=3504783565567&user_id=1659902905&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"海尔金喜专卖店","Haier/海尔 HM-I506-TL","¥499.00","该款月成交 82笔","https://detail.tmall.com/item.htm?id=550953961328&skuId=3526806698326&user_id=2182198687&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"8848手机官方旗舰店","8848 M4指纹识别6G运行内存128G存储空间","¥12999.00","该款月成交 29笔","https://detail.tmall.com/item.htm?id=557351647338&skuId=3454312425510&user_id=2966545063&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"事三义数码专营店","Meizu/魅族 魅蓝3S2.5D玻璃屏/金属机身指纹识别","¥620.00","该款月成交 111笔","https://detail.tmall.com/item.htm?id=534480713630&skuId=3725699919799&user_id=361925594&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"八连星手机专营店","Huawei/华为 畅享6S 移动全网通定制版","¥788.00","该款月成交 154笔","https://detail.tmall.com/item.htm?id=556597195135&skuId=3670912894114&user_id=1738953668&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"中电盈讯数码专营店","Meizu/魅族 魅蓝note3金属机身指纹识别/4100mAh大电池","¥728.00","该款月成交 149笔","https://detail.tmall.com/item.htm?id=529355863653&skuId=3676013350788&user_id=661871428&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"小辣椒旗舰店","小辣椒 畅玩6人脸解锁 3+32GB","¥699.00","该款月成交 37笔","https://detail.tmall.com/item.htm?id=564210201718&skuId=3562899537705&user_id=2011807058&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"博珏数码专营店","Xiaomi/小米 小米手机4 2GB内存版","¥619.00","该款月成交 77笔","https://detail.tmall.com/item.htm?id=523158246805&skuId=3445365815928&user_id=865186036&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"8848手机官方旗舰店","8848 M3尊享版双卡双待","¥9999.00","该款月成交 24笔","https://detail.tmall.com/item.htm?id=563679649650&skuId=3719084674703&user_id=2966545063&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"卓越嘉成数码专营店","OUKI/欧奇 W2017","¥1399.00","该款月成交 78笔","https://detail.tmall.com/item.htm?id=559365205063&skuId=3486418105101&user_id=1832735086&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"中电盈讯数码专营店","Meizu/魅族 魅蓝35英寸2.5D玻璃屏/mBack经典设计","¥480.00","该款月成交 55笔","https://detail.tmall.com/item.htm?id=533888220432&skuId=3459120444809&user_id=661871428&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"昌翼通信专营店","天翼 红米Note 4X4G全网通 初音未来","¥898.00","该款月成交 47笔","https://detail.tmall.com/item.htm?id=546428807609&skuId=3302446289174&user_id=2348437419&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"华为官方旗舰店","Huawei/华为 畅享7 Plus 高配高清大像素 大容量电池","¥1499.00","该款月成交 2.1万笔","https://detail.tmall.com/item.htm?id=549098235923&skuId=3499846183383&user_id=2838892713&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"华为官方旗舰店","Huawei/华为 畅享7护眼模式 2.5D弧面玻璃","¥999.00","该款月成交 4.2万笔","https://detail.tmall.com/item.htm?id=554919155557&skuId=3584939590467&user_id=2838892713&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"苏宁易购官方旗舰店","Samsung/三星 Galaxy C9 Pro SM-C90006GB运存+64GB内存 前后1600W像素","¥2499.00","该款月成交 2515笔","https://detail.tmall.com/item.htm?id=540389615314&skuId=3270278596485&user_id=2616970884&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"苏宁易购官方旗舰店","Xiaomi/小米 红米Note 4X","¥1099.00","该款月成交 4271笔","https://detail.tmall.com/item.htm?id=547739713998&skuId=3319080320050&user_id=2616970884&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"小米官方旗舰店","Xiaomi/小米 小米NOTE 3拍人美   自拍更美","¥1999.00","该款月成交 2.5万笔","https://detail.tmall.com/item.htm?id=558208723934&skuId=3521413492129&user_id=1714128138&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"小米官方旗舰店","Xiaomi/小米 红米NOTE 5A超轻薄机身 柔光自拍","¥799.00","该款月成交 4.3万笔","https://detail.tmall.com/item.htm?id=557348439362&skuId=3645758351103&user_id=1714128138&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"三际数码官方旗舰店","Huawei/华为 nova 2两千万高清美拍 光学变焦","¥1699.00","该款月成交 4533笔","https://detail.tmall.com/item.htm?id=551564686562&skuId=3549291165671&user_id=268451883&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"荣耀官方旗舰店","honor/荣耀 荣耀V9全网通高配版1200万像素双镜头","¥2699.00","该款月成交 6861笔","https://detail.tmall.com/item.htm?id=545478828301&skuId=3324890949878&user_id=1114511827&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"荣耀官方旗舰店","honor/荣耀 荣耀9全网通2000万变焦双摄","¥2299.00","该款月成交 1.5万笔","https://detail.tmall.com/item.htm?id=552856496808&skuId=3563919041006&user_id=1114511827&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"vivo官方旗舰店","vivo X9s Plus夜景逆光拍照黑科技","¥2798.00","该款月成交 1244笔","https://detail.tmall.com/item.htm?id=554570074264&skuId=3420490056229&user_id=883737303&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"三际数码官方旗舰店","SMARTISAN/锤子 坚果 Pro 2骁龙660 八核处理器","¥2399.00","该款月成交 1.1万笔","https://detail.tmall.com/item.htm?id=561271675845&skuId=3714242214567&user_id=268451883&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"vivo官方旗舰店","vivo X9前置双摄 2000万高清自拍","¥1998.00","该款月成交 1684笔","https://detail.tmall.com/item.htm?id=541396973568&skuId=3697944535123&user_id=883737303&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"魅族官方旗舰店","Meizu/魅族 魅蓝Note5全网通4000mAh电池/安全快充","¥999.00","该款月成交 2912笔","https://detail.tmall.com/item.htm?id=543285442762&skuId=3268705176085&user_id=1695308781&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"魅族官方旗舰店","Meizu/魅族 PRO 6 Plus指纹心率感应/3D Press触控","¥2099.00","该款月成交 2269笔","https://detail.tmall.com/item.htm?id=542299604342&skuId=3262363953973&user_id=1695308781&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"君问数码官方旗舰店","Meizu/魅族 MX624W安全快充/十核大运存","¥1019.00","该款月成交 664笔","https://detail.tmall.com/item.htm?id=535690521205&skuId=3560916548454&user_id=1115488308&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"君问数码官方旗舰店","Meizu/魅族 魅蓝MAX6英寸大屏3G运存/4100mAh快充","¥1098.00","该款月成交 471笔","https://detail.tmall.com/item.htm?id=538289420172&skuId=3727930571985&user_id=1115488308&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"金立手机旗舰店","Gionee/金立 S10C前置1600W柔光自拍，后置1300W","¥1299.00","该款月成交 206笔","https://detail.tmall.com/item.htm?id=553267332605&skuId=3398531413702&user_id=720912157&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"努比亚官方旗舰店","nubia/努比亚 Z17烈焰红变焦双摄 骁龙835 6+128GB","¥3399.00","该款月成交 235笔","https://detail.tmall.com/item.htm?id=555993987319&skuId=3434531196923&user_id=1677335387&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"金立手机旗舰店","Gionee/金立 S9双摄像头柔光自拍，前置指纹","¥1699.00","该款月成交 229笔","https://detail.tmall.com/item.htm?id=541885790831&skuId=3254948361786&user_id=720912157&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"努比亚官方旗舰店","nubia/努比亚 z11无边框旗舰手机，单反级摄影系统","¥1999.00","该款月成交 90笔","https://detail.tmall.com/item.htm?id=532803139768&skuId=3219601468495&user_id=1677335387&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"岸越数码专营店","Xiaomi/小米 小米Note顶配版2k阳光屏屏幕 810处理器 4GB内存","¥1099.00","该款月成交 72笔","https://detail.tmall.com/item.htm?id=561730882728&skuId=3537986980799&user_id=872196368&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"岸越数码专营店","Xiaomi/小米 小米手机4S64GB全网通旗舰 5""非凡手感","¥999.00","该款月成交 143笔","https://detail.tmall.com/item.htm?id=561756786024&skuId=3686761850764&user_id=872196368&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"旭翼数码专营店","Huawei/华为 华为畅享5S指纹识别 8核64位处理器","¥639.00","该款月成交 186笔","https://detail.tmall.com/item.htm?id=543204459542&skuId=3412596072455&user_id=682299517&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"旭翼数码专营店","Huawei/华为 P8高配版超薄金属机身 超强性能极致拍摄","¥1498.00","该款月成交 64笔","https://detail.tmall.com/item.htm?id=540215450993&skuId=3249312120092&user_id=682299517&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"晋商兆睿数码专营店","ZTE/中兴 BV0730 高配4G+32G 5000mAh电池","¥979.00","该款月成交 56笔","https://detail.tmall.com/item.htm?id=552217181165&skuId=3546309186164&user_id=1124960044&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"晋商兆睿数码专营店","ZTE/中兴 BV0730高配版4G+32G 5000mAh电池","¥979.00","该款月成交 35笔","https://detail.tmall.com/item.htm?id=550500804400&skuId=3356554921086&user_id=1124960044&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"博海宇通数码专营店","360 N4S骁龙版4G+64G内存|5000mAh电池|快充","¥1268.00","该款月成交 125笔","https://detail.tmall.com/item.htm?id=542223702109&skuId=3258172509673&user_id=1963544026&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"博海宇通数码专营店","360 N4全网通","¥799.00","该款月成交 32笔","https://detail.tmall.com/item.htm?id=541939823495&skuId=3576660195024&user_id=1963544026&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"事三义数码专营店","Meizu/魅族 魅蓝U20双曲面玻璃/3260mAh大电池","¥649.00","该款月成交 190笔","https://detail.tmall.com/item.htm?id=538677926467&skuId=3218699981223&user_id=361925594&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"华飞数码专营店","honor/荣耀 畅玩6X 高配版千元双摄/大内存/持久长续航","¥1099.00","该款月成交 68笔","https://detail.tmall.com/item.htm?id=546547067524&skuId=3468002359220&user_id=1657780380&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"华飞数码专营店","honor/荣耀 荣耀8青春版标配版双2.5D玻璃 10级美肤","¥939.00","该款月成交 115笔","https://detail.tmall.com/item.htm?id=545869953611&skuId=3627082983034&user_id=1657780380&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"三星手机专卖店","Samsung/三星 三星 GALAXY On5 SM-5510","¥995.00","该款月成交 134笔","https://detail.tmall.com/item.htm?id=542967317038&skuId=3473325312030&user_id=3065565110&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"江苏电信良晋专卖店","商务领航 OnePlus/一加 A5010","¥3099.00","该款月成交 43笔","https://detail.tmall.com/item.htm?id=563697568753&skuId=3722126531435&user_id=843758393&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"创于佳讯数码专营店","纽曼 M560高清大屏手写 超长待机","¥76.00","该款月成交 5.5万笔","https://detail.tmall.com/item.htm?id=522900342691&skuId=3327659217015&user_id=1707225666&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"尼凯恩旗舰店","Neken/尼凯恩 EN3三防、军工、直板","¥89.00","该款月成交 8.0万笔","https://detail.tmall.com/item.htm?id=537659955795&skuId=3422959648345&user_id=1793270189&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"硕王旗舰店","硕王 S3大电量、三防","¥79.00","该款月成交 3.8万笔","https://detail.tmall.com/item.htm?id=559397334636&skuId=3485259608900&user_id=714433559&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"天语强宇专卖店","K-Touch/天语 T2待机王、抗摔","¥79.00","该款月成交 5.0万笔","https://detail.tmall.com/item.htm?id=527816999411&skuId=3392745952990&user_id=1993353496&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"东旭日泰数码专营店","创星（手机） R9前后2.5D弧度双镜面设计蓝牙伴侣","¥228.00","该款月成交 9254笔","https://detail.tmall.com/item.htm?id=555615074917&skuId=3681358498868&user_id=1127031042&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"淘杰翔数码专营店","Neken/尼凯恩 EN8老人手机 微信 手电筒 双卡双待","¥69.00","该款月成交 1.7万笔","https://detail.tmall.com/item.htm?id=531337104528&skuId=3528590697046&user_id=1703468066&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"京合旗舰店","Nokia/诺基亚 新105待机30天，LED手电","¥149.00","该款月成交 2.6万笔","https://detail.tmall.com/item.htm?id=557086078299&skuId=3615998322327&user_id=2088045547&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"博珏数码专营店","MIUI/小米 红米手机2A双卡双待 4.7吋绝佳握感","¥419.00","该款月成交 930笔","https://detail.tmall.com/item.htm?id=44930465123&skuId=3498715001808&user_id=865186036&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"慕尚年华数码专营店","纽曼 F92.8英寸双屏翻盖老年人商务手机","¥173.00","该款月成交 1.3万笔","https://detail.tmall.com/item.htm?id=552578279064&skuId=3552921999481&user_id=2080231551&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"佳宁数码专营店","小辣椒 G108","¥79.00","该款月成交 1.2万笔","https://detail.tmall.com/item.htm?id=561402804322&skuId=3519323345348&user_id=369979583&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"爱要美数码专营店","BIRD/波导 A5202.4寸高清横屏 超长待机 双手电","¥158.00","该款月成交 1.9万笔","https://detail.tmall.com/item.htm?id=559115116718&skuId=3681934134881&user_id=1705515869&cat_id=2&is_b=1&rn=935ad1f2b4d64bc02a969837371d3c08",
"纽曼深圳专卖店","纽曼 L6+大字大声超长待机直板老年人手机","¥69.00","该款月成交 2.1万笔","https://detail.tmall.com/item.htm?id=557453342269&skuId=3501483700219&user_id=3357872061&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"深圳海创利华数码专营店","K-Touch/天语 L580大键盘大字体一键解锁一键手电筒","¥89.00","该款月成交 1.7万笔","https://detail.tmall.com/item.htm?id=549262882725&skuId=3669377887920&user_id=1071399443&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"炜广天成数码专营店","创星（手机） S1三防手机、超长待机","¥79.00","该款月成交 2.7万笔","https://detail.tmall.com/item.htm?id=549694731354&skuId=3586011995285&user_id=281069339&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"诺基亚手机官方旗舰店","Nokia/诺基亚 3310双卡双待  超长待机","¥399.00","该款月成交 4959笔","https://detail.tmall.com/item.htm?id=555995968060&skuId=3602766675042&user_id=3367335567&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"天中和数码专营店","ZTE/中兴 L660经典翻盖老人手机 大声音大字体","¥189.00","该款月成交 5729笔","https://detail.tmall.com/item.htm?id=543130696631&skuId=3431471130717&user_id=1819975686&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"haier海尔百善专卖店","Haier/海尔 HM-M360一键解锁 带座充 大字大声大按键","¥168.00","该款月成交 8478笔","https://detail.tmall.com/item.htm?id=549662375413&skuId=3342752308037&user_id=2371805669&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"昕薇数码专营店","创星（手机） C1直板老人手机移动老年机超长待机","¥79.00","该款月成交 1.3万笔","https://detail.tmall.com/item.htm?id=553390680680&skuId=3496921257044&user_id=2080982595&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"久汇数码专营店","360 C5移动版2.5D弧面玻璃|5英寸HD屏|360OS","¥319.00","该款月成交 1383笔","https://detail.tmall.com/item.htm?id=553873288753&skuId=3571949518502&user_id=1659902905&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"京合旗舰店","Nokia/诺基亚 216 DS双卡老人手机功能机学生机备用机","¥299.00","该款月成交 2461笔","https://detail.tmall.com/item.htm?id=541520880321&skuId=3251382908763&user_id=2088045547&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"优佳讯数码专营店","UniscopE/优思 US1三防手机 充电宝手机 大电池","¥109.00","该款月成交 6345笔","https://detail.tmall.com/item.htm?id=532605124978&skuId=3584679686409&user_id=1120253215&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"华宇广诚数码专营店","UniscopE/优思 US7三防手机 大声音大字体大按键","¥69.00","该款月成交 9897笔","https://detail.tmall.com/item.htm?id=556563014274&skuId=3661118898277&user_id=1650323799&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"易景达数码专营店","纽曼 V1来电语音 QQ 微信","¥79.00","该款月成交 7767笔","https://detail.tmall.com/item.htm?id=558800773309&skuId=3642848615781&user_id=664002399&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"卖动数码专营店","Philips/飞利浦 E135X双屏翻盖 长待机 大按键","¥299.00","该款月成交 3716笔","https://detail.tmall.com/item.htm?id=560909010902&skuId=3674347218526&user_id=734084859&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"青柠时代数码专营店","纽曼 L660双屏翻盖大字大声老人机","¥198.00","该款月成交 3394笔","https://detail.tmall.com/item.htm?id=557603214362&skuId=3623177470192&user_id=1969211639&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"易景达数码专营店","纽曼 V18三防充电宝，语音王，强光手电筒","¥168.00","该款月成交 4146笔","https://detail.tmall.com/item.htm?id=536311393059&skuId=3673917919580&user_id=664002399&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"博珏数码专营店","Xiaomi/小米 红米2A 增强版","¥419.00","该款月成交 417笔","https://detail.tmall.com/item.htm?id=526256713094&skuId=3132708359786&user_id=865186036&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"创基成数码专营店","创星（手机） 3310大字大声直板老人手机","¥85.00","该款月成交 5218笔","https://detail.tmall.com/item.htm?id=559994396766&skuId=3498042465384&user_id=1687429974&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"诺基亚手机官方旗舰店","Nokia/诺基亚 新105 DS舒适手感 电量全天在线","¥159.00","该款月成交 3440笔","https://detail.tmall.com/item.htm?id=558636081934&skuId=3475173273096&user_id=3367335567&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"宸欣数码专营店","Changhong/长虹 GA958时尚易用老人手机 大声音大按键","¥128.00","该款月成交 3839笔","https://detail.tmall.com/item.htm?id=561550942796&skuId=3684602439771&user_id=1710401270&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"家友数码通讯专营店","Philips/飞利浦 E331超长待机 收音机 自带座充","¥228.00","该款月成交 2233笔","https://detail.tmall.com/item.htm?id=558448319848&skuId=3635088646666&user_id=179181787&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"360手机旗舰店","360 F5移动版前置指纹 2.5D弧面屏","¥399.00","该款月成交 1502笔","https://detail.tmall.com/item.htm?id=557451020915&skuId=3623511939483&user_id=2067447407&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"恒之源手机专营店","K-Touch/天语 4A","¥459.00","该款月成交 3176笔","https://detail.tmall.com/item.htm?id=561115181388&skuId=3678490530184&user_id=1658395472&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
